team,player,x,y,shot_statsbomb_xg,is_goal,on_target
Tunisia,Mohamed Dräger,92.2,49.3,0.020917216,False,False
Tunisia,Ellyes Joris Skhiri,99.5,39.6,0.041405495,False,False
Tunisia,Dylan Daniel Mahmoud Bronn,103.9,36.4,0.059058707,False,False
Denmark,Kasper Dolberg,117.0,35.0,0.25651878,False,False
Denmark,Christian Dannemann Eriksen,99.2,36.8,0.08509644,False,True
Denmark,Andreas Christensen,117.4,37.0,0.27134958,False,False
Denmark,Andreas Evald Cornelius,118.2,43.9,0.5683119,False,False
Denmark,Mathias Jensen,102.5,24.2,0.02872357,False,False
Denmark,Andreas Evald Cornelius,114.4,36.8,0.14539434,False,True
Denmark,Joakim Mæhle,95.0,30.2,0.028684001,False,False
Denmark,Andreas Evald Cornelius,108.8,46.4,0.022084296,False,True
Poland,Robert Lewandowski,110.6,37.2,0.056964528,False,False
Mexico,Héctor Alfredo Moreno Herrera,114.5,42.4,0.1766503,False,False
Mexico,Ernesto Alexis Vega Rojas,113.2,34.6,0.098180205,False,False
Mexico,Ernesto Alexis Vega Rojas,108.5,23.7,0.025630916,False,False
Mexico,Jorge Eduardo Sánchez Ramos,110.1,60.7,0.0069717234,False,True
Mexico,Luis Gerardo Chávez Magallón,92.1,56.9,0.008207667,False,False
Mexico,Hirving Rodrigo Lozano Bahena,93.9,25.2,0.02413981,False,True
Poland,Robert Lewandowski,108.1,40.0,0.7835,False,True
Poland,Jakub Kamiński,113.4,48.8,0.10166888,False,False
Mexico,Ernesto Alexis Vega Rojas,107.9,29.9,0.0609232,False,False
Mexico,Henry Josué Martín Mex,106.7,35.1,0.06434309,False,True
Mexico,Ernesto Alexis Vega Rojas,102.7,60.6,0.009746956,False,False
Mexico,Ernesto Alexis Vega Rojas,93.0,24.5,0.014301864,False,False
Poland,Jakub Piotr Kiwior,113.3,41.7,0.12449861,False,False
Poland,Jakub Kamiński,109.4,24.8,0.04959144,False,True
Poland,Grzegorz Krychowiak,90.9,48.7,0.02170277,False,False
Mexico,Carlos Uriel Antuna Romero,101.9,56.4,0.0400392,False,True
Senegal,Ismaïla Sarr,113.5,52.4,0.07323868,False,False
Senegal,Nampalys Mendy,93.8,39.3,0.025409508,False,False
Qatar,Akram Hassan Afif,92.5,41.5,0.019990891,False,False
Senegal,Krépin Diatta,111.2,26.7,0.039485876,False,True
Senegal,Famara Diedhiou,112.9,38.6,0.14633009,False,False
Senegal,Idrissa Gana Gueye,95.4,52.7,0.029332913,False,False
Qatar,Abdelkarim Hassan Al Haj Fadlalla,93.6,20.3,0.009041326,False,False
Senegal,Boulaye Dia,107.2,33.3,0.23054633,True,True
Senegal,Famara Diedhiou,112.5,48.1,0.038498666,True,True
Qatar,Abdelkarim Hassan Al Haj Fadlalla,111.6,39.3,0.16305494,False,False
Senegal,Ismaïla Sarr,112.1,27.2,0.030363984,False,False
Senegal,Famara Diedhiou,108.8,48.6,0.05329144,False,False
Qatar,Abdelkarim Hassan Al Haj Fadlalla,89.5,22.9,0.006098259,False,False
Qatar,Almoez Ali Zainalabiddin Abdulla,102.6,34.4,0.21404111,False,True
Qatar,Ismaeel Mohammad Mohammad,113.2,40.5,0.3277431,False,True
Senegal,Nampalys Mendy,107.3,53.4,0.067961,False,False
Qatar,Mohammed Muntari,110.1,38.7,0.072239615,True,True
Senegal,Boulaye Dia,107.1,38.8,0.052429575,False,False
Senegal,Cheikh Ahmadou Bamba Mbacke Dieng,107.8,45.3,0.11607656,True,True
Qatar,Abdelkarim Hassan Al Haj Fadlalla,95.4,52.1,0.023370314,False,False
Qatar,Mohammed Muntari,110.5,39.5,0.06740542,False,False
Qatar,Almoez Ali Zainalabiddin Abdulla,97.1,41.8,0.057101198,False,False
Belgium,Michy Batshuayi Tunga,91.7,31.8,0.017552001,False,True
Canada,Stephen Antunes Eustáquio,109.8,50.0,0.0798905,False,False
Canada,Jonathan David,111.4,42.8,0.12589528,False,False
Canada,Tajon Buchanan,106.2,35.6,0.05664073,False,False
Canada,Alphonso Davies,108.1,40.1,0.7835,False,True
Canada,Jonathan David,110.4,34.6,0.20472932,False,False
Canada,Richie Laryea,105.0,56.4,0.033730526,False,False
Canada,Jonathan David,107.7,45.9,0.08619453,False,False
Canada,David Junior Hoilett,104.9,53.9,0.04071268,False,False
Belgium,Michy Batshuayi Tunga,112.3,50.2,0.04664896,False,False
Canada,Atiba Hutchinson,98.1,44.7,0.04634635,False,False
Canada,Alistair Johnston,108.1,56.3,0.033541974,False,True
Canada,Jonathan David,104.4,37.5,0.08845105,False,False
Canada,Jonathan David,111.1,34.1,0.088843234,False,False
Belgium,Michy Batshuayi Tunga,111.8,51.3,0.08121458,False,False
Belgium,Michy Batshuayi Tunga,109.0,36.1,0.24992359,True,True
Canada,Tajon Buchanan,112.6,42.5,0.29588586,False,False
Canada,Stephen Antunes Eustáquio,100.5,38.5,0.048581414,False,False
Canada,Jonathan David,111.7,36.9,0.120068476,False,False
Canada,Stephen Antunes Eustáquio,97.8,52.7,0.03604073,False,False
Canada,Tajon Buchanan,98.3,34.5,0.0587075,False,False
Canada,Richie Laryea,101.7,54.6,0.022910038,False,False
Belgium,Michy Batshuayi Tunga,103.9,43.0,0.0897183,False,False
Canada,Jonathan David,103.1,38.1,0.04574546,False,False
Canada,Cyle Larin,108.2,44.1,0.07200206,False,True
Belgium,Leander Dendoncker,112.5,43.5,0.08894938,False,False
Belgium,Kevin De Bruyne,96.6,39.5,0.061057936,False,False
Canada,Cyle Larin,111.7,37.5,0.111036494,False,False
Belgium,Thomas Meunier,98.0,55.5,0.025805552,False,False
Belgium,Kevin De Bruyne,114.3,59.2,0.009170555,False,True
Canada,Cyle Larin,111.1,36.1,0.06675813,False,False
Switzerland,Silvan Widmer,114.9,30.0,0.05117428,False,False
Brazil,Vinícius José Paixão de Oliveira Júnior,112.1,34.0,0.21638125,False,True
Brazil,Carlos Henrique Casimiro,94.3,39.7,0.023129713,False,False
Brazil,Raphael Dias Belloli,90.1,46.2,0.02201561,False,True
Brazil,Richarlison de Andrade,104.2,41.2,0.022230485,False,False
Brazil,Éder Gabriel Militão,93.2,45.0,0.02857021,False,False
Brazil,Thiago Emiliano da Silva,115.0,43.5,0.14148508,False,False
Switzerland,Djibril Sow,112.6,48.8,0.087867536,False,False
Switzerland,Ruben Vargas,104.3,26.2,0.029704679,False,False
Switzerland,Manuel Obafemi Akanji,103.5,43.9,0.028123023,False,False
Switzerland,Djibril Sow,99.4,37.0,0.0625126,False,False
Switzerland,Edimilson Fernandes,97.4,42.8,0.029247057,False,False
Brazil,Marcos Aoás Corrêa,110.6,37.4,0.07814184,False,False
Brazil,Richarlison de Andrade,107.0,26.5,0.038312852,False,False
Brazil,Bruno Guimarães Rodriguez Moura,102.2,47.4,0.021188514,False,True
Brazil,Carlos Henrique Casimiro,106.3,29.4,0.068805926,True,True
Brazil,Rodrygo Silva de Goes,109.7,25.4,0.04824855,False,True
Brazil,Antony Matheus dos Santos,102.1,56.6,0.020722246,False,False
Brazil,Rodrygo Silva de Goes,105.8,41.8,0.19349767,False,False
Argentina,Rodrigo Javier De Paul,101.6,53.3,0.02377054,False,False
Argentina,Lionel Andrés Messi Cuccittini,96.6,50.3,0.037832856,False,False
Netherlands,Steven Bergwijn,101.6,32.9,0.089517,False,False
Argentina,Rodrigo Javier De Paul,97.6,42.3,0.049762752,False,True
Argentina,Nahuel Molina Lucero,109.1,42.4,0.43442267,True,True
Argentina,Lionel Andrés Messi Cuccittini,104.0,32.2,0.03387043,False,True
Argentina,Lionel Andrés Messi Cuccittini,96.0,33.3,0.07608311,False,False
Argentina,Lionel Andrés Messi Cuccittini,108.0,40.0,0.7835,True,True
Netherlands,Wout Weghorst,108.7,46.4,0.047416847,True,True
Netherlands,Steven Berghuis,104.6,53.3,0.032538008,False,False
Netherlands,Denzel Dumfries,113.5,52.9,0.047394842,False,False
Netherlands,Steven Berghuis,97.2,37.9,0.08017064,False,False
Netherlands,Wout Weghorst,111.8,39.9,0.21959315,True,True
Argentina,Lionel Andrés Messi Cuccittini,101.1,53.3,0.035418287,False,False
Netherlands,Luuk de Jong,110.9,28.4,0.05290734,False,False
Argentina,Lautaro Javier Martínez,109.5,45.9,0.2245604,False,False
Argentina,Enzo Fernandez,94.2,43.8,0.032085553,False,False
Argentina,Germán Alejandro Pezzella,112.5,31.3,0.04452438,False,False
Argentina,Lautaro Javier Martínez,97.6,38.6,0.08241133,False,True
Argentina,Lionel Andrés Messi Cuccittini,96.6,41.6,0.04201436,False,False
Argentina,Enzo Fernandez,97.2,49.3,0.038940463,False,False
Netherlands,Virgil van Dijk,108.1,40.1,0.7835,False,True
Argentina,Lionel Andrés Messi Cuccittini,108.1,40.1,0.7835,True,True
Netherlands,Steven Berghuis,108.1,40.1,0.7835,False,True
Argentina,Leandro Daniel Paredes,108.1,40.1,0.7835,True,True
Netherlands,Teun Koopmeiners,108.1,40.1,0.7835,True,True
Argentina,Gonzalo Ariel Montiel,108.1,40.1,0.7835,True,True
Netherlands,Wout Weghorst,108.1,40.1,0.7835,True,True
Argentina,Enzo Fernandez,108.1,40.1,0.7835,False,False
Netherlands,Luuk de Jong,108.1,40.1,0.7835,True,True
Argentina,Lautaro Javier Martínez,108.1,40.1,0.7835,True,True
Germany,Jamal Musiala,99.6,29.7,0.06331741,False,True
Germany,Leon Goretzka,109.5,48.0,0.15352516,False,False
Germany,Thomas Müller,108.2,42.4,0.14610097,False,False
Germany,Serge Gnabry,111.9,33.1,0.0895267,True,True
Germany,Leon Goretzka,113.1,35.8,0.18187125,False,True
Germany,Thomas Müller,111.6,41.1,0.069567084,False,False
Germany,Serge Gnabry,105.2,30.9,0.044056788,False,False
Germany,Joshua Kimmich,92.4,55.8,0.011488004,False,True
Germany,Jamal Musiala,105.7,33.6,0.16202919,False,False
Germany,Serge Gnabry,106.4,28.9,0.06251996,False,False
Costa Rica,Keysher Fuller Spence,107.3,51.1,0.14103858,False,True
Germany,Leroy Sané,98.5,47.8,0.080942705,False,False
Germany,Leroy Sané,99.5,44.5,0.078109905,False,False
Costa Rica,Keysher Fuller Spence,108.9,54.5,0.050267275,False,False
Costa Rica,Yeltsin Ignacio Tejeda Valverde,97.2,48.9,0.042256437,False,True
Germany,Serge Gnabry,100.7,26.9,0.029866349,False,False
Germany,Leroy Sané,91.0,39.6,0.02438984,False,False
Costa Rica,Kendall Jamaal Waston Manley,108.9,45.4,0.099276,False,True
Costa Rica,Yeltsin Ignacio Tejeda Valverde,114.3,38.1,0.4798206,True,True
Germany,Jamal Musiala,111.2,28.5,0.082946144,False,False
Germany,Jamal Musiala,117.3,31.5,0.1066145,False,False
Germany,Thomas Müller,106.3,47.2,0.05438086,False,False
Germany,Antonio Rüdiger,114.5,44.2,0.41498688,False,False
Germany,Jamal Musiala,100.6,27.6,0.037713535,False,False
Germany,Kai Havertz,107.3,35.1,0.110909514,False,False
Costa Rica,Juan Pablo Vargas Campos,116.1,43.1,0.18427365,False,True
Germany,Kai Havertz,109.3,42.6,0.4749194,True,True
Germany,Kai Havertz,102.8,36.0,0.14038351,False,False
Germany,Niclas Füllkrug,115.2,44.6,0.36338806,False,True
Costa Rica,Jewison Bennette,94.4,46.4,0.037811525,False,False
Germany,Jamal Musiala,104.6,30.8,0.060394496,False,False
Germany,Kai Havertz,113.1,37.6,0.31018513,True,True
Germany,Kai Havertz,110.4,27.0,0.11890341,False,True
Germany,Mario Götze,107.0,43.6,0.066507556,False,True
Germany,Niclas Füllkrug,114.8,42.5,0.510154,True,True
Germany,Niclas Füllkrug,101.1,39.1,0.046867393,False,False
Germany,Niclas Füllkrug,117.9,32.7,0.13407986,False,False
Germany,Jamal Musiala,107.5,40.3,0.085460834,False,True
Japan,Ritsu Doan,91.7,53.8,0.015573137,False,False
Costa Rica,Gerson Torres Barrantes,90.1,47.7,0.01353695,False,False
Costa Rica,Francisco Javier Calvo Quesada,91.0,26.8,0.014244432,False,False
Costa Rica,Joel Nathaniel Campbell Samuels,101.0,29.1,0.051288527,False,False
Japan,Wataru Endo,100.1,51.7,0.03132781,False,False
Japan,Hidemasa Morita,101.4,30.9,0.09737273,False,True
Japan,Takuma Asano,104.1,50.2,0.051375452,False,False
Japan,Wataru Endo,95.2,41.1,0.042255066,False,False
Japan,Takuma Asano,107.6,37.5,0.08747226,False,True
Japan,Ko Itakura,105.0,40.0,0.07774679,False,False
Japan,Wataru Endo,103.1,34.1,0.04122181,False,False
Japan,Yuki Soma,105.4,22.1,0.022210024,False,False
Japan,Yuki Soma,98.1,35.7,0.08557594,False,False
Japan,Daichi Kamada,101.2,43.2,0.10029054,False,False
Japan,Yuki Soma,95.7,44.3,0.027111016,False,False
Costa Rica,Keysher Fuller Spence,102.6,47.5,0.120298475,True,True
Japan,Daichi Kamada,108.0,37.6,0.09400092,False,True
Argentina,Alexis Mac Allister,92.4,30.0,0.024542088,False,True
Argentina,Rodrigo Javier De Paul,99.2,47.9,0.062813334,False,False
Argentina,Ángel Fabián Di María Hernández,103.1,34.6,0.106800534,False,False
Argentina,Lionel Andrés Messi Cuccittini,108.0,40.0,0.7835,True,True
Argentina,Alexis Mac Allister,94.3,23.5,0.010577817,False,False
Argentina,Ángel Fabián Di María Hernández,111.8,32.1,0.30340916,True,True
Argentina,Rodrigo Javier De Paul,103.3,52.3,0.040216275,False,True
Argentina,Julián Álvarez,110.5,24.9,0.05953379,False,True
Argentina,Lionel Andrés Messi Cuccittini,109.7,46.0,0.11555985,False,False
France,Randal Kolo Muani,113.4,34.6,0.09618377,False,False
France,Kylian Mbappé Lottin,102.5,27.9,0.050644457,False,False
Argentina,Enzo Fernandez,98.9,32.2,0.041589838,False,True
France,Kylian Mbappé Lottin,108.0,40.0,0.7835,True,True
France,Kylian Mbappé Lottin,104.8,30.1,0.1017027,True,True
Argentina,Enzo Fernandez,92.2,35.9,0.030159522,False,False
France,Kylian Mbappé Lottin,95.9,32.2,0.0324491,False,False
France,Adrien Rabiot,108.9,28.5,0.09333491,False,True
Argentina,Lionel Andrés Messi Cuccittini,96.2,40.9,0.0430315,False,True
Argentina,Alexis Mac Allister,98.2,23.8,0.019259434,False,False
France,Youssouf Fofana,89.8,39.9,0.023031652,False,False
Argentina,Lautaro Javier Martínez,108.8,45.3,0.23260574,False,False
Argentina,Gonzalo Ariel Montiel,96.3,49.4,0.020604363,False,False
Argentina,Lautaro Javier Martínez,105.1,33.5,0.14029205,False,False
Argentina,Lionel Andrés Messi Cuccittini,103.6,55.8,0.024784861,False,True
Argentina,Lautaro Javier Martínez,114.4,52.0,0.10407211,False,True
Argentina,Lionel Andrés Messi Cuccittini,116.6,43.0,0.48840353,True,True
France,Kylian Mbappé Lottin,101.4,26.6,0.03075741,False,False
France,Kylian Mbappé Lottin,108.0,40.0,0.7835,True,True
France,Randal Kolo Muani,103.7,45.1,0.27751395,False,True
Argentina,Lautaro Javier Martínez,110.8,41.6,0.10655013,False,False
France,Kylian Mbappé Lottin,108.1,40.1,0.7835,True,True
Argentina,Lionel Andrés Messi Cuccittini,108.1,40.1,0.7835,True,True
France,Kingsley Coman,108.1,40.1,0.7835,False,True
Argentina,Paulo Bruno Exequiel Dybala,108.1,40.1,0.7835,True,True
France,Aurélien Djani Tchouaméni,108.1,40.1,0.7835,False,False
Argentina,Leandro Daniel Paredes,108.1,40.1,0.7835,True,True
France,Randal Kolo Muani,108.1,40.1,0.7835,True,True
Argentina,Gonzalo Ariel Montiel,108.1,40.1,0.7835,True,True
Croatia,Joško Gvardiol,108.8,38.0,0.1243582,True,True
Morocco,Achraf Dari,115.6,39.0,0.4178385,True,True
Croatia,Mislav Oršić,99.5,23.8,0.02730659,False,False
Croatia,Josip Stanišić,94.4,41.3,0.040524755,False,False
Croatia,Mislav Oršić,104.9,38.8,0.11308218,False,False
Croatia,Andrej Kramarić,111.3,34.8,0.13429043,False,True
Croatia,Luka Modrić,101.2,49.5,0.07012748,False,True
Morocco,Sofiane Boufal,112.4,29.5,0.08611878,False,False
Morocco,Youssef En-Nesyri,117.8,48.9,0.04761149,False,False
Morocco,Hakim Ziyech,90.6,53.5,0.014617449,False,False
Croatia,Mislav Oršić,106.5,21.3,0.013095795,True,True
Croatia,Marko Livaja,90.5,39.5,0.02019975,False,False
Croatia,Mislav Oršić,100.8,24.2,0.028195048,False,False
Croatia,Mislav Oršić,87.5,26.6,0.0065055056,False,False
Morocco,Youssef En-Nesyri,110.6,40.5,0.072652236,False,False
Croatia,Nikola Vlašić,90.9,36.9,0.03597725,False,False
Morocco,Youssef En-Nesyri,115.5,48.3,0.16040824,False,True
Croatia,Mateo Kovačić,110.3,29.2,0.23560598,False,False
Morocco,Youssef En-Nesyri,110.9,36.5,0.057190012,False,False
Morocco,Hakim Ziyech,89.6,46.9,0.021768013,False,False
Morocco,Youssef En-Nesyri,113.6,43.4,0.1132524,False,False
Switzerland,Granit Xhaka,96.0,38.8,0.036565553,False,False
Switzerland,Breel-Donald Embolo,113.1,40.7,0.35328916,False,True
Switzerland,Granit Xhaka,103.8,41.9,0.06952749,False,True
Serbia,Nikola Milenković,112.2,36.8,0.08160872,False,False
Serbia,Andrija Živković,97.8,51.5,0.030001678,False,False
Serbia,Dušan Vlahović,115.4,38.6,0.5168786,False,True
Switzerland,Remo Freuler,107.8,35.9,0.09611784,False,False
Switzerland,Xherdan Shaqiri,107.5,50.6,0.06969889,True,True
Switzerland,Granit Xhaka,97.3,33.7,0.04476528,False,True
Serbia,Dušan Vlahović,109.6,35.4,0.08628477,False,True
Serbia,Aleksandar Mitrović,108.3,38.6,0.06371751,True,True
Switzerland,Xherdan Shaqiri,107.7,49.2,0.3934682,False,False
Serbia,Dušan Vlahović,106.2,31.8,0.15928414,True,True
Switzerland,Ruben Vargas,101.0,47.3,0.0683221,False,False
Switzerland,Breel-Donald Embolo,114.4,36.9,0.72697556,True,True
Serbia,Aleksandar Mitrović,101.7,33.7,0.056521177,False,False
Switzerland,Remo Freuler,107.2,41.2,0.15381548,True,True
Switzerland,Fabian Lukas Schär,110.7,30.5,0.07925899,False,False
Switzerland,Breel-Donald Embolo,116.1,39.3,0.6647709,False,False
Serbia,Dušan Tadić,107.4,31.7,0.061684445,False,False
Serbia,Aleksandar Mitrović,106.2,25.8,0.03203667,False,False
Serbia,Luka Jović,102.2,43.2,0.02594082,False,False
Switzerland,Manuel Obafemi Akanji,99.4,52.7,0.030122569,False,False
Switzerland,Christian Fassnacht,105.3,28.9,0.31681746,False,True
Serbia,Luka Jović,105.0,39.8,0.03223471,False,False
Serbia,Nemanja Radonjić,105.7,51.3,0.042810295,False,False
Argentina,Alejandro Darío Gómez,98.2,20.1,0.011147299,False,False
Australia,Harry Souttar,111.9,44.0,0.06809473,False,False
Argentina,Lionel Andrés Messi Cuccittini,104.2,48.9,0.06663833,True,True
Argentina,Lionel Andrés Messi Cuccittini,99.8,38.5,0.04517154,False,True
Argentina,Julián Álvarez,110.4,50.3,0.28060678,True,True
Argentina,Lionel Andrés Messi Cuccittini,95.4,33.6,0.032841697,False,False
Argentina,Nicolás Alejandro Tagliafico,103.2,24.9,0.05181273,False,False
Australia,Craig Goodwin,98.2,22.6,0.013616442,False,False
Australia,Aziz Eraltay Behich,110.6,33.2,0.07721693,False,False
Australia,Ajdin Hrustic,100.0,52.7,0.033247408,False,False
Argentina,Lautaro Javier Martínez,108.3,52.3,0.051439364,False,False
Argentina,Lautaro Javier Martínez,107.6,31.9,0.24890411,False,False
Argentina,Lautaro Javier Martínez,109.1,31.8,0.37209997,False,True
Argentina,Lionel Andrés Messi Cuccittini,104.6,52.2,0.055600196,False,False
Argentina,Exequiel Alejandro Palacios,103.6,50.1,0.046685893,False,False
Argentina,Lionel Andrés Messi Cuccittini,102.2,40.0,0.032042325,False,False
Argentina,Lautaro Javier Martínez,108.3,30.8,0.076142184,False,True
Argentina,Lionel Andrés Messi Cuccittini,106.4,37.0,0.110446885,False,False
Australia,Garang Kuol,113.1,49.4,0.23394231,False,True
Australia,Riley McGree,94.6,46.6,0.038979717,False,False
Denmark,Jesper Lindstrøm,110.1,43.9,0.09599891,False,False
Denmark,Mathias Jensen,112.7,56.3,0.019605601,False,True
Denmark,Andreas Skov Olsen,104.7,50.7,0.10059545,False,False
Australia,Riley McGree,101.3,59.0,0.010740947,False,True
Denmark,Andreas Skov Olsen,109.6,50.5,0.09373255,False,True
Denmark,Christian Dannemann Eriksen,102.9,25.6,0.035615563,False,False
Australia,Mitchell Thomas Duke,102.5,36.7,0.037495814,False,True
Australia,Mitchell Thomas Duke,98.3,20.9,0.010397313,False,True
Australia,Aziz Eraltay Behich,100.2,34.1,0.049681988,False,False
Australia,Jackson Irvine,109.6,30.8,0.17342122,False,False
Denmark,Andreas Skov Olsen,107.2,52.9,0.046983063,False,False
Australia,Mathew Leckie,105.7,31.5,0.11353828,True,True
Denmark,Andreas Skov Olsen,103.1,49.3,0.070518844,False,False
Denmark,Joachim Andersen,113.9,52.3,0.020115681,False,False
Denmark,Alexander Hartmann Bah,99.4,54.5,0.019515881,False,False
Denmark,Kasper Dolberg,105.2,39.6,0.049264465,False,True
Denmark,Jesper Lindstrøm,97.5,38.2,0.048889678,False,False
Australia,Keanu Baccus,97.7,47.5,0.035468098,False,False
Denmark,Alexander Hartmann Bah,108.6,57.0,0.03670106,False,False
Denmark,Kasper Dolberg,117.6,33.5,0.08217044,False,True
Denmark,Andreas Evald Cornelius,116.6,51.6,0.017447446,False,False
Brazil,Neymar da Silva Santos Junior,119.2,0.7,0.00018,False,True
Brazil,Neymar da Silva Santos Junior,91.6,29.2,0.020173745,False,False
Brazil,Carlos Henrique Casimiro,84.3,34.2,0.0075366697,False,True
Brazil,Raphael Dias Belloli,105.3,49.2,0.119197816,False,True
Serbia,Filip Mladenović,113.6,28.9,0.026318645,False,False
Brazil,Vinícius José Paixão de Oliveira Júnior,113.2,27.0,0.09814694,False,False
Brazil,Raphael Dias Belloli,105.9,47.3,0.4224228,False,True
Brazil,Neymar da Silva Santos Junior,99.1,27.0,0.06281959,False,False
Brazil,Thiago Emiliano da Silva,113.1,34.1,0.06673048,False,False
Brazil,Richarlison de Andrade,115.8,29.3,0.0399856,False,False
Brazil,Danilo Luiz da Silva,95.9,54.2,0.016877638,False,False
Brazil,Neymar da Silva Santos Junior,107.5,38.9,0.11246919,False,False
Brazil,Alex Sandro Lobo Silva,88.0,32.0,0.021819543,False,False
Brazil,Vinícius José Paixão de Oliveira Júnior,105.0,20.1,0.009459062,False,False
Brazil,Vinícius José Paixão de Oliveira Júnior,110.0,26.9,0.07986015,False,True
Brazil,Richarlison de Andrade,114.5,41.8,0.568145,True,True
Brazil,Vinícius José Paixão de Oliveira Júnior,109.1,28.2,0.14253756,False,False
Serbia,Strahinja Pavlović,111.8,38.5,0.098937765,False,False
Serbia,Darko Lazović,95.6,50.9,0.018288644,False,False
Brazil,Richarlison de Andrade,107.1,39.6,0.07569885,True,True
Brazil,Carlos Henrique Casimiro,86.3,31.2,0.010592449,False,False
Brazil,Carlos Henrique Casimiro,98.1,35.2,0.06218912,False,False
Brazil,Rodrygo Silva de Goes,98.8,27.3,0.03669105,False,True
Brazil,Frederico Rodrigues Santos,95.6,43.5,0.088970646,False,True
Serbia,Nikola Milenković,99.3,59.6,0.011090157,False,False
Brazil,Rodrygo Silva de Goes,101.5,30.6,0.051727816,False,False
Brazil,Antony Matheus dos Santos,99.4,59.1,0.009657804,False,False
Serbia,Nemanja Radonjić,93.8,21.5,0.008691933,False,False
Australia,Fran Karačić,90.9,41.2,0.015131147,False,False
Tunisia,Mohamed Dräger,92.0,42.5,0.029703999,False,False
Australia,Mitchell Thomas Duke,110.1,32.5,0.04459479,True,True
Australia,Mitchell Thomas Duke,110.7,34.3,0.03948435,False,False
Australia,Jackson Irvine,114.3,48.2,0.07543106,False,False
Tunisia,Youssef Msakni,102.8,54.8,0.031703874,False,False
Tunisia,Mohamed Dräger,109.2,48.4,0.21984866,False,False
Australia,Mitchell Thomas Duke,104.9,40.6,0.040856346,False,True
Australia,Fran Karačić,106.4,54.9,0.035070673,False,False
Australia,Fran Karačić,87.2,52.2,0.0052714557,False,False
Tunisia,Youssef Msakni,111.0,45.5,0.23484555,False,False
Australia,Mitchell Thomas Duke,107.3,39.8,0.06400663,False,False
Tunisia,Ferjani Sassi,91.2,52.7,0.020219443,False,False
Tunisia,Youssef Msakni,101.8,31.8,0.058604978,False,False
Tunisia,Youssef Msakni,108.1,25.0,0.026706748,False,True
Tunisia,Youssef Msakni,95.6,42.2,0.048467197,False,True
Australia,Aaron Mooy,95.6,44.1,0.039191317,False,False
Tunisia,Youssef Msakni,110.1,38.0,0.10262261,False,False
Tunisia,Montassar Omar Talbi,89.6,34.9,0.012159805,False,True
Tunisia,Taha Yassine Khenissi,98.4,54.6,0.012915949,False,False
Tunisia,Naïm Sliti,109.8,47.4,0.1403044,False,False
Tunisia,Wahbi Khazri,109.9,49.4,0.09264534,False,True
Tunisia,Wahbi Khazri,108.4,24.1,0.021421792,False,False
Senegal,Idrissa Gana Gueye,106.9,45.7,0.21271749,False,False
Senegal,Boulaye Dia,109.3,51.9,0.16839646,False,False
Ecuador,Enner Remberto Valencia Lastra,86.9,40.9,0.021615954,False,False
Ecuador,Enner Remberto Valencia Lastra,95.9,37.7,0.02803523,False,False
Senegal,Ismaïla Sarr,99.2,40.2,0.042373266,False,False
Senegal,Iliman Ndiaye,99.7,52.9,0.02889044,False,False
Senegal,Ismaïla Sarr,104.1,25.5,0.023828069,False,False
Senegal,Pape Gueye,93.0,36.3,0.025696881,False,False
Senegal,Abdou Diallo,107.9,41.9,0.035411544,False,False
Senegal,Pathé Ismaël Ciss,108.1,33.6,0.03057826,False,False
Senegal,Ismaïla Sarr,108.0,40.0,0.7835,True,True
Senegal,Iliman Ndiaye,107.3,46.7,0.04522632,False,False
Ecuador,José Adoni Cifuentes Charcopa,93.8,51.3,0.025271386,False,True
Ecuador,Michael Steveen Estrada Martínez,106.7,38.8,0.042533338,False,False
Ecuador,Felix Eduardo Torres Caicedo,113.7,42.7,0.15397952,False,False
Ecuador,Moisés Isaac Caicedo Corozo,117.2,35.6,0.5894187,True,True
Senegal,Kalidou Koulibaly,114.3,46.0,0.23427999,True,True
Ecuador,Gonzalo Jordy Plata Jiménez,107.0,42.8,0.058988493,False,True
Senegal,Boulaye Dia,101.3,54.6,0.04455093,False,False
Senegal,Pape Gueye,102.6,54.8,0.03201506,False,True
Ecuador,Jeremy Leonel Sarmiento Morante,105.3,32.1,0.02928531,False,True
Ecuador,Jackson Gabriel Porozo Vernaza,105.9,34.3,0.052534856,False,False
Uruguay,Matías Vecino Falero,109.5,28.6,0.052239094,False,True
Uruguay,Federico Santiago Valverde Dipetta,103.9,35.4,0.05187739,False,False
South Korea,Ui-Jo Hwang,108.9,42.7,0.323128,False,False
South Korea,In-Beom Hwang,89.7,57.6,0.007071261,False,False
Uruguay,Diego Roberto Godín Leal,110.0,40.4,0.054689027,False,False
Uruguay,José María Giménez de Vargas,103.5,35.9,0.046385217,False,False
South Korea,Min Jae Kim,111.5,46.1,0.046898182,False,False
Uruguay,Rodrigo Bentancur Colmán,101.3,38.3,0.052523207,False,False
Uruguay,Federico Santiago Valverde Dipetta,90.5,27.4,0.014167523,False,False
Uruguay,Edinson Roberto Cavani Gómez,106.6,47.5,0.03804607,False,False
South Korea,Kang-In Lee,94.5,54.2,0.023162797,False,False
South Korea,Gue-Sung Cho,93.4,42.0,0.036145955,False,False
Uruguay,Darwin Gabriel Núñez Ribeiro,100.6,28.3,0.028178101,False,False
Uruguay,Edinson Roberto Cavani Gómez,110.5,39.7,0.06689449,False,False
Uruguay,Federico Santiago Valverde Dipetta,95.7,22.6,0.012294213,False,False
