player,team,Goals,xG,Shots_On_Target,Total_Passes,Completed_Passes,Key_Passes,Defensive_Actions,Saves
Ivan Ilić,Serbia,0.0,0.0,0.0,20.0,19.0,1.0,3.0,0.0
Ivan Perišić,Croatia,1.0,0.7556302263,4.0,304.0,214.0,9.0,56.0,0.0
Iñaki Williams Arthuer,Ghana,0.0,0.126027007,0.0,44.0,33.0,1.0,18.0,0.0
Jack Grealish,England,1.0,0.6262809,1.0,56.0,49.0,2.0,12.0,0.0
Jackson Gabriel Porozo Vernaza,Ecuador,0.0,0.052534856,0.0,42.0,37.0,0.0,17.0,0.0
Jackson Irvine,Australia,0.0,0.33239220599999997,0.0,129.0,107.0,1.0,36.0,0.0
Jae-Sung Lee,South Korea,0.0,0.021393217,0.0,96.0,84.0,2.0,17.0,0.0
Jakub Kamiński,Poland,0.0,0.26249409,1.0,59.0,35.0,2.0,24.0,0.0
Jakub Piotr Kiwior,Poland,0.0,0.12449861,0.0,201.0,169.0,0.0,31.0,0.0
Jamal Musiala,Germany,0.0,1.152516099,3.0,117.0,94.0,7.0,32.0,0.0
Jamie MacLaren,Australia,0.0,0.0,0.0,16.0,7.0,1.0,1.0,0.0
Jan Bednarek,Poland,0.0,0.0,0.0,6.0,6.0,0.0,2.0,0.0
Jan Vertonghen,Belgium,0.0,0.10772621,0.0,264.0,237.0,0.0,36.0,0.0
Jason Cummings,Australia,0.0,0.0,0.0,6.0,4.0,0.0,2.0,0.0
Jawad El Yamiq,Morocco,0.0,0.06408756,1.0,160.0,143.0,0.0,46.0,0.0
Jean-Charles Castelletto,Cameroon,1.0,0.8945071,1.0,78.0,63.0,1.0,34.0,0.0
Jean-Eric Maxim Choupo-Moting,Cameroon,1.0,0.5235422875,2.0,69.0,47.0,2.0,11.0,0.0
Jeremy Doku,Belgium,0.0,0.0,0.0,14.0,8.0,0.0,3.0,0.0
Jeremy Leonel Sarmiento Morante,Ecuador,0.0,0.02928531,1.0,33.0,24.0,2.0,5.0,0.0
Jerome Ngom Mbekeli,Cameroon,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0
Jesper Lindstrøm,Denmark,0.0,0.334183148,1.0,54.0,38.0,0.0,17.0,0.0
Jesus Ferreira,United States,0.0,0.0,0.0,20.0,17.0,0.0,2.0,0.0
Jesús Daniel Gallardo Vasconcelos,Mexico,0.0,0.06430086,0.0,138.0,97.0,2.0,30.0,0.0
Jewison Bennette,Costa Rica,0.0,0.037811525,0.0,15.0,11.0,0.0,8.0,0.0
Jhegson Sebastián Méndez Carabalí,Ecuador,0.0,0.0,0.0,141.0,130.0,2.0,18.0,0.0
Jin-Su Kim,South Korea,0.0,0.285274066,0.0,141.0,102.0,5.0,33.0,0.0
Joachim Andersen,Denmark,0.0,0.1448613,1.0,245.0,199.0,0.0,36.0,0.0
Joakim Mæhle,Denmark,0.0,0.042316963,0.0,145.0,120.0,1.0,26.0,0.0
Joe Allen,Wales,0.0,0.063709024,0.0,36.0,30.0,1.0,17.0,0.0
Joe Rodon,Wales,0.0,0.0,0.0,162.0,147.0,0.0,26.0,0.0
Joel Nathaniel Campbell Samuels,Costa Rica,0.0,0.051288527,0.0,137.0,105.0,1.0,22.0,0.0
Johan Alberto Venegas Ulloa,Costa Rica,0.0,0.0,0.0,14.0,11.0,0.0,5.0,0.0
John Stones,England,0.0,0.587418711,1.0,450.0,430.0,1.0,28.0,0.0
Jonas Hofmann,Germany,0.0,0.32657883,1.0,20.0,16.0,1.0,3.0,0.0
Jonathan David,Canada,0.0,0.8128135049999999,1.0,59.0,43.0,0.0,11.0,0.0
Jonathan Osorio,Canada,0.0,0.03829635,0.0,60.0,54.0,0.0,8.0,0.0
Jordan Ayew,Ghana,0.0,0.07146578,1.0,44.0,34.0,3.0,9.0,0.0
Jordan Brian Henderson,England,1.0,0.148950994,1.0,166.0,141.0,4.0,12.0,0.0
Jordan Morris,United States,0.0,0.0,0.0,4.0,2.0,0.0,1.0,0.0
Jordan Pickford,England,0.0,0.0,0.0,161.0,126.0,0.0,16.0,6.0
Jordan Veretout,France,0.0,0.0,0.0,35.0,32.0,0.0,4.0,0.0
Jordi Alba Ramos,Spain,0.0,0.045861136,0.0,371.0,329.0,5.0,27.0,0.0
Jorge Eduardo Sánchez Ramos,Mexico,0.0,0.0069717234,1.0,86.0,72.0,0.0,22.0,0.0
Jorge Resurrección Merodio,Spain,0.0,0.0,0.0,63.0,56.0,0.0,3.0,0.0
Joseff Morrell,Wales,0.0,0.0,0.0,13.0,12.0,0.0,10.0,0.0
Joshua Kimmich,Germany,0.0,0.334518198,4.0,271.0,229.0,8.0,32.0,0.0
Joshua Sargent,United States,0.0,0.362028482,1.0,34.0,30.0,1.0,7.0,0.0
Josip Juranović,Croatia,0.0,0.041306578,0.0,406.0,326.0,7.0,70.0,0.0
Josip Stanišić,Croatia,0.0,0.040524755,0.0,49.0,36.0,0.0,6.0,0.0
Josip Šutalo,Croatia,0.0,0.0,0.0,66.0,62.0,0.0,11.0,0.0
José Adoni Cifuentes Charcopa,Ecuador,0.0,0.025271386,1.0,43.0,33.0,0.0,4.0,0.0
José Andrés Guardado Hernández,Mexico,0.0,0.0,0.0,16.0,11.0,0.0,3.0,0.0
José Diogo Dalot Teixeira,Portugal,0.0,0.036435805,1.0,142.0,115.0,4.0,25.0,0.0
José Martín Cáceres Silva,Uruguay,0.0,0.0,0.0,81.0,68.0,0.0,8.0,0.0
José María Giménez de Vargas,Uruguay,0.0,0.129368291,0.0,167.0,140.0,1.0,40.0,0.0
João Félix Sequeira,Portugal,1.0,0.669207472,3.0,122.0,94.0,3.0,16.0,0.0
João Maria Lobo Alves Palhinha Gonçalves,Portugal,0.0,0.021024177,0.0,30.0,26.0,2.0,7.0,0.0
João Mário Naval da Costa Eduardo,Portugal,0.0,0.0,0.0,40.0,37.0,0.0,9.0,0.0
João Pedro Cavaco Cancelo,Portugal,0.0,0.054823571,1.0,269.0,224.0,1.0,48.0,0.0
Joško Gvardiol,Croatia,1.0,0.186105118,1.0,510.0,463.0,1.0,105.0,0.0
Juan Marcos Foyth,Argentina,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0
Juan Pablo Vargas Campos,Costa Rica,0.0,0.18427365,1.0,28.0,22.0,0.0,15.0,0.0
Jude Bellingham,England,1.0,0.841256374,3.0,275.0,242.0,4.0,49.0,0.0
Jules Koundé,France,0.0,0.16960582600000002,1.0,308.0,258.0,2.0,44.0,0.0
Jules Olivier Ntcham,Cameroon,0.0,0.03332142,1.0,12.0,11.0,1.0,3.0,0.0
Julián Álvarez,Argentina,4.0,1.908327433,8.0,124.0,93.0,2.0,32.0,0.0
Jun-Ho Son,South Korea,0.0,0.0,0.0,61.0,56.0,0.0,10.0,0.0
Junya Ito,Japan,0.0,0.11059656,1.0,98.0,63.0,4.0,35.0,0.0
Jurriën David Norman Timber,Netherlands,0.0,0.0,0.0,316.0,286.0,0.0,46.0,0.0
Kai Havertz,Germany,2.0,1.155300964,3.0,33.0,26.0,2.0,5.0,0.0
Kalidou Koulibaly,Senegal,1.0,0.23427999,1.0,196.0,152.0,1.0,70.0,0.0
Kalvin Phillips,England,0.0,0.0,0.0,19.0,18.0,1.0,2.0,0.0
Kamal Miller,Canada,0.0,0.0,0.0,199.0,184.0,0.0,33.0,0.0
Kamaldeen Sulemana,Ghana,0.0,0.081227794,1.0,20.0,11.0,0.0,4.0,0.0
Kamil Glik,Poland,0.0,0.150632187,0.0,130.0,122.0,0.0,44.0,0.0
Kamil Grosicki,Poland,0.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0
Kang-In Lee,South Korea,0.0,0.117975209,1.0,77.0,61.0,4.0,12.0,0.0
Kaoru Mitoma,Japan,0.0,0.837634306,2.0,73.0,54.0,3.0,20.0,0.0
Karim Ansarifard,Iran,0.0,0.06399969,0.0,6.0,5.0,1.0,4.0,0.0
Karim Boudiaf,Qatar,0.0,0.0,0.0,107.0,94.0,0.0,14.0,0.0
Karl Brillant Toko Ekambi,Cameroon,0.0,0.1803258,1.0,52.0,42.0,3.0,16.0,0.0
Karol Świderski,Poland,0.0,0.0,0.0,8.0,7.0,0.0,3.0,0.0
Kasper Dolberg,Denmark,0.0,0.511986249,2.0,18.0,17.0,1.0,6.0,0.0
Kasper Schmeichel,Denmark,0.0,0.0,0.0,87.0,72.0,0.0,15.0,8.0
Keanu Baccus,Australia,0.0,0.035468098,0.0,40.0,26.0,0.0,16.0,0.0
Kellyn Kai Perry-Acosta,United States,0.0,0.0,0.0,12.0,10.0,0.0,1.0,0.0
Kendall Jamaal Waston Manley,Costa Rica,0.0,0.099276,1.0,77.0,65.0,0.0,27.0,0.0
Kenneth Taylor,Netherlands,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0
Kevin De Bruyne,Belgium,0.0,0.1779663248,2.0,140.0,100.0,8.0,20.0,0.0
Kevin José Rodríguez Cortez,Ecuador,0.0,0.13848205,0.0,1.0,0.0,0.0,1.0,0.0
Kevin Nahin Álvarez Campos,Mexico,0.0,0.0,0.0,24.0,18.0,0.0,8.0,0.0
Keylor Navas Gamboa,Costa Rica,0.0,0.0,0.0,101.0,55.0,0.0,20.0,11.0
Keysher Fuller Spence,Costa Rica,1.0,0.31160433,2.0,61.0,43.0,1.0,25.0,0.0
Kieffer Roberto Francisco Moore,Wales,0.0,0.6403291090000001,2.0,60.0,41.0,4.0,18.0,0.0
Kieran Trippier,England,0.0,0.042866398,0.0,195.0,165.0,3.0,16.0,0.0
Kingsley Coman,France,0.0,0.8713631399999999,1.0,70.0,54.0,1.0,17.0,0.0
Kléper Laveran Lima Ferreira,Portugal,1.0,0.33506425,1.0,295.0,252.0,0.0,44.0,0.0
Ko Itakura,Japan,0.0,0.162244075,1.0,111.0,102.0,1.0,27.0,0.0
Krystian Bielik,Poland,0.0,0.136828873,0.0,98.0,90.0,0.0,27.0,0.0
Krzysztof Piątek,Poland,0.0,0.02819521,0.0,6.0,3.0,0.0,2.0,0.0
Krépin Diatta,Senegal,0.0,0.128994183,1.0,76.0,62.0,3.0,16.0,0.0
Kye Rowles,Australia,0.0,0.0,0.0,195.0,170.0,0.0,31.0,0.0
Kyle Walker,England,0.0,0.0,0.0,177.0,159.0,0.0,23.0,0.0
Kylian Mbappé Lottin,France,9.0,5.016751877,14.0,233.0,180.0,11.0,33.0,0.0
Kyung-Won Kwon,South Korea,0.0,0.005484339,0.0,43.0,40.0,0.0,13.0,0.0
Lautaro Javier Martínez,Argentina,1.0,2.905046753,5.0,63.0,46.0,0.0,10.0,0.0
Lawrence Ati-Zigi,Ghana,0.0,0.0,0.0,76.0,51.0,0.0,8.0,10.0
Leander Dendoncker,Belgium,0.0,0.08894938,0.0,119.0,117.0,1.0,17.0,0.0
Leandro Daniel Paredes,Argentina,2.0,1.5813709569999999,3.0,240.0,227.0,2.0,24.0,0.0
Leandro Trossard,Belgium,0.0,0.0,0.0,57.0,43.0,2.0,10.0,0.0
Leon Goretzka,Germany,0.0,0.46069595,1.0,59.0,46.0,1.0,11.0,0.0
Leroy Sané,Germany,0.0,0.18344245,0.0,56.0,48.0,5.0,7.0,0.0
Liam Millar,Canada,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0
Lionel Andrés Messi Cuccittini,Argentina,9.0,7.598649225,20.0,371.0,306.0,19.0,39.0,0.0
Lisandro Martínez,Argentina,0.0,0.33156127,0.0,154.0,132.0,0.0,26.0,0.0
Lovro Majer,Croatia,2.0,1.5922397369999999,3.0,98.0,80.0,1.0,18.0,0.0
Lucas Daniel Cavallini,Canada,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Lucas Hernández Pi,France,0.0,0.0,0.0,10.0,6.0,0.0,2.0,0.0
Lucas Tolentino Coelho de Lima,Brazil,1.0,0.704333275,4.0,202.0,172.0,6.0,20.0,0.0
Luis Alberto Suárez Díaz,Uruguay,0.0,0.361762436,1.0,40.0,26.0,1.0,9.0,0.0
Luis Gerardo Chávez Magallón,Mexico,1.0,0.2156515785,4.0,144.0,104.0,4.0,27.0,0.0
Luka Jović,Serbia,0.0,0.05817553,0.0,10.0,7.0,1.0,2.0,0.0
Luka Modrić,Croatia,1.0,1.12735736,5.0,549.0,463.0,6.0,63.0,0.0
Lukas Klostermann,Germany,0.0,0.0,0.0,47.0,46.0,0.0,2.0,0.0
Luke Shaw,England,0.0,0.084394449,1.0,402.0,339.0,8.0,28.0,0.0
Luuk de Jong,Netherlands,1.0,0.8364073399999999,1.0,11.0,8.0,1.0,2.0,0.0
Manuel Neuer,Germany,0.0,0.0,0.0,123.0,111.0,0.0,10.0,7.0
Manuel Obafemi Akanji,Switzerland,1.0,0.8826694319999999,1.0,255.0,229.0,1.0,35.0,0.0
Marcelo Brozović,Croatia,1.0,1.368818893,3.0,529.0,472.0,5.0,70.0,0.0
Marco Asensio Willemsen,Spain,1.0,0.608190739,2.0,117.0,92.0,2.0,7.0,0.0
Marcos Aoás Corrêa,Brazil,0.0,0.86164184,0.0,359.0,345.0,5.0,34.0,0.0
Marcos Javier Acuña,Argentina,0.0,0.076122072,0.0,217.0,170.0,5.0,43.0,0.0
Marcos Llorente Moreno,Spain,0.0,0.024551911,0.0,104.0,94.0,0.0,11.0,0.0
Marcus Rashford,England,3.0,1.382585795,6.0,67.0,50.0,0.0,9.0,0.0
Marcus Thuram,France,0.0,0.115658596,0.0,45.0,32.0,4.0,16.0,0.0
Mario Götze,Germany,0.0,0.066507556,1.0,16.0,15.0,2.0,3.0,0.0
Mario Pašalić,Croatia,1.0,0.9502076909999999,1.0,93.0,77.0,1.0,28.0,0.0
Mark Anthony Kaye,Canada,0.0,0.038882375,0.0,57.0,50.0,0.0,6.0,0.0
Marko Grujić,Serbia,0.0,0.027356416,1.0,17.0,14.0,0.0,2.0,0.0
Marko Livaja,Croatia,1.0,1.773984791,4.0,57.0,35.0,2.0,12.0,0.0
Marten de Roon,Netherlands,0.0,0.0,0.0,122.0,99.0,0.0,15.0,0.0
Martin Braithwaite Christensen,Denmark,0.0,0.23786028,0.0,19.0,13.0,2.0,2.0,0.0
Martin Hongla Yma II,Cameroon,0.0,0.08237888,1.0,64.0,52.0,2.0,14.0,0.0
Mason Mount,England,0.0,0.18183271299999998,1.0,74.0,64.0,1.0,11.0,0.0
Mateo Kovačić,Croatia,0.0,0.34514701999999997,1.0,456.0,416.0,9.0,54.0,0.0
Matheus Luiz Nunes,Portugal,0.0,0.007849269,0.0,33.0,25.0,0.0,2.0,0.0
Mathew Leckie,Australia,1.0,0.11353828,1.0,103.0,69.0,2.0,35.0,0.0
Mathew Ryan,Australia,0.0,0.0,0.0,163.0,112.0,0.0,21.0,13.0
Mathias Jensen,Denmark,0.0,0.048329171000000004,1.0,68.0,53.0,4.0,5.0,0.0
Mathías Olivera Miramontes,Uruguay,0.0,0.08097578899999999,0.0,133.0,108.0,6.0,46.0,0.0
Matthew Charles Turner,United States,0.0,0.0,0.0,126.0,98.0,0.0,17.0,10.0
Matthias Ginter,Germany,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Matthijs de Ligt,Netherlands,0.0,0.0,0.0,45.0,40.0,0.0,6.0,0.0
Matty Cash,Poland,0.0,0.023505978,0.0,156.0,121.0,2.0,36.0,0.0
Mattéo Guendouzi Olié,France,0.0,0.0,0.0,32.0,28.0,0.0,6.0,0.0
Matías Nicolás Viña Susperreguy,Uruguay,0.0,0.0,0.0,20.0,12.0,0.0,2.0,0.0
Matías Vecino Falero,Uruguay,0.0,0.052239094,1.0,103.0,82.0,1.0,26.0,0.0
Maximiliano Gómez González,Uruguay,0.0,0.077775581,1.0,7.0,4.0,0.0,1.0,0.0
Maya Yoshida,Japan,0.0,0.7835,1.0,227.0,201.0,0.0,54.0,0.0
Mehdi Taremi,Iran,2.0,1.37814372,3.0,82.0,61.0,7.0,29.0,0.0
Mehdi Torabi,Iran,0.0,0.09684943,0.0,37.0,31.0,2.0,11.0,0.0
Memphis Depay,Netherlands,1.0,1.181855992,5.0,127.0,96.0,3.0,14.0,0.0
Meshaal Aissa Barsham,Qatar,0.0,0.0,0.0,63.0,44.0,1.0,8.0,4.0
Michael Steveen Estrada Martínez,Ecuador,0.0,0.246376532,0.0,43.0,30.0,1.0,13.0,0.0
Michał Skóraś,Poland,0.0,0.026707038,0.0,9.0,8.0,0.0,1.0,0.0
Michel Aebischer,Switzerland,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0
Michy Batshuayi Tunga,Belgium,1.0,0.620673121,3.0,23.0,15.0,1.0,7.0,0.0
Miki Yamane,Japan,0.0,0.0,0.0,33.0,25.0,1.0,6.0,0.0
Mikkel Damsgaard,Denmark,0.0,0.0,0.0,71.0,57.0,3.0,12.0,0.0
Milad Mohammadi,Iran,0.0,0.0,0.0,66.0,45.0,0.0,19.0,0.0
Milan Borjan,Canada,0.0,0.0,0.0,96.0,75.0,0.0,19.0,8.0
Milos Veljkovic,Serbia,0.0,0.0,0.0,112.0,99.0,0.0,16.0,0.0
Miloš Degenek,Australia,0.0,0.0,0.0,97.0,69.0,0.0,25.0,0.0
Min Jae Kim,South Korea,0.0,0.105906885,0.0,187.0,165.0,0.0,31.0,0.0
Mislav Oršić,Croatia,2.0,1.0595709986,3.0,55.0,42.0,5.0,9.0,0.0
Mitchell Thomas Duke,Australia,1.0,0.254732119,4.0,68.0,36.0,1.0,23.0,0.0
Mohamed Ali Ben Romdhane,Tunisia,0.0,0.0,0.0,19.0,14.0,0.0,10.0,0.0
Mohamed Dräger,Tunisia,0.0,0.303584759,0.0,51.0,35.0,1.0,12.0,0.0
Mohamed Salisu,Ghana,1.0,0.42841392,1.0,149.0,106.0,0.0,41.0,0.0
Mohammad Hossein Kanani Zadegan,Iran,0.0,0.0,0.0,11.0,8.0,0.0,6.0,0.0
Mohammed Al Burayk,Saudi Arabia,0.0,0.36966906099999997,1.0,48.0,39.0,1.0,10.0,0.0
Mohammed Kanoo,Saudi Arabia,0.0,0.319447288,1.0,145.0,118.0,0.0,34.0,0.0
Mohammed Khalil Al Owais,Saudi Arabia,0.0,0.0,0.0,98.0,53.0,0.0,15.0,14.0
Mohammed Kudus,Ghana,2.0,0.658570808,4.0,82.0,61.0,0.0,35.0,0.0
Mohammed Muntari,Qatar,1.0,0.184977709,1.0,19.0,17.0,1.0,5.0,0.0
Mohammed Waed Abdulwahhab Al Bayati,Qatar,0.0,0.0,0.0,12.0,9.0,0.0,2.0,0.0
Moisés Isaac Caicedo Corozo,Ecuador,1.0,0.653325549,1.0,154.0,128.0,0.0,30.0,0.0
Montassar Omar Talbi,Tunisia,0.0,0.012159805,1.0,133.0,115.0,0.0,52.0,0.0
Moon-Hwan Kim,South Korea,0.0,0.0,0.0,242.0,205.0,2.0,52.0,0.0
Morteza Pouraliganji,Iran,0.0,0.26883789,0.0,128.0,93.0,2.0,30.0,0.0
Mosaab Khoder Jibril,Qatar,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
Munir Mohand Mohamedi,Morocco,0.0,0.0,0.0,27.0,18.0,0.0,5.0,4.0
Nader Ghandri,Tunisia,0.0,0.0,0.0,30.0,27.0,0.0,16.0,0.0
Nahuel Molina Lucero,Argentina,1.0,0.485319467,1.0,360.0,296.0,3.0,46.0,0.0
Nampalys Mendy,Senegal,0.0,0.09337050799999999,0.0,162.0,145.0,1.0,29.0,0.0
Nasser Al Dawsari,Saudi Arabia,0.0,0.0,0.0,10.0,10.0,1.0,2.0,0.0
Nathan Aké,Netherlands,0.0,0.0,0.0,352.0,319.0,0.0,53.0,0.0
Nathaniel Atkinson,Australia,0.0,0.0,0.0,37.0,30.0,0.0,9.0,0.0
Nawaf Shaker Al Abid,Saudi Arabia,0.0,0.106110047,0.0,38.0,34.0,1.0,6.0,0.0
Nayef Aguerd,Morocco,0.0,0.25141555,0.0,154.0,133.0,1.0,29.0,0.0
Naïm Sliti,Tunisia,0.0,0.1403044,0.0,50.0,29.0,2.0,9.0,0.0
Neco Williams,Wales,0.0,0.07557114100000001,0.0,97.0,71.0,0.0,38.0,0.0
Nemanja Gudelj,Serbia,0.0,0.0,0.0,55.0,46.0,0.0,6.0,0.0
Nemanja Maksimović,Serbia,0.0,0.0,0.0,57.0,51.0,2.0,19.0,0.0
Nemanja Radonjić,Serbia,0.0,0.051502228,0.0,23.0,16.0,2.0,5.0,0.0
Neymar da Silva Santos Junior,Brazil,2.0,2.129257917,7.0,156.0,123.0,4.0,19.0,0.0
Ngoran Suiru Fai Collins,Cameroon,0.0,0.009452554,0.0,152.0,103.0,2.0,25.0,0.0
Nicholas Williams Arthuer,Spain,0.0,0.0,0.0,62.0,52.0,0.0,10.0,0.0
Niclas Füllkrug,Germany,2.0,1.688675085,3.0,25.0,16.0,2.0,2.0,0.0
Nico Elvedi,Switzerland,0.0,0.19001445,0.0,141.0,132.0,0.0,28.0,0.0
Nico Schlotterbeck,Germany,0.0,0.0,0.0,123.0,112.0,2.0,13.0,0.0
Nicola Zalewski,Poland,0.0,0.0,0.0,18.0,16.0,0.0,3.0,0.0
Nicolas Alexis Julio N'Koulou Ndoubena,Cameroon,0.0,0.382484566,1.0,93.0,79.0,0.0,27.0,0.0
Nicolas Jackson,Senegal,0.0,0.0,0.0,10.0,9.0,0.0,2.0,0.0
Nicolas Moumi Ngamaleu,Cameroon,0.0,0.0,0.0,24.0,21.0,1.0,7.0,0.0
Nicolás Alejandro Tagliafico,Argentina,0.0,0.9122210500000001,2.0,182.0,153.0,2.0,39.0,0.0
Nicolás Hernán Otamendi,Argentina,0.0,0.048093256,0.0,565.0,528.0,2.0,80.0,0.0
Niklas Süle,Germany,0.0,0.07610536,0.0,252.0,233.0,0.0,26.0,0.0
Nikola Milenković,Serbia,0.0,0.123164077,0.0,157.0,136.0,0.0,32.0,0.0
Nikola Vlašić,Croatia,2.0,2.1955534329999997,3.0,55.0,43.0,0.0,12.0,0.0
Noa Lang,Netherlands,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0
Noah Okafor,Switzerland,0.0,0.032096077,0.0,21.0,17.0,1.0,4.0,0.0
Nouhou Tolo,Cameroon,0.0,0.0,0.0,106.0,81.0,0.0,32.0,0.0
Noussair Mazraoui,Morocco,0.0,0.151342469,2.0,121.0,103.0,1.0,41.0,0.0
Nuno Mendes,Portugal,0.0,0.0,0.0,34.0,30.0,1.0,2.0,0.0
Néstor Alejandro Araújo Razo,Mexico,0.0,0.0,0.0,56.0,47.0,0.0,9.0,0.0
Olivier Giroud,France,4.0,3.0359552720000003,6.0,75.0,49.0,2.0,12.0,0.0
Orbelín Pineda Alvarado,Mexico,0.0,0.505017774,1.0,26.0,20.0,1.0,13.0,0.0
Osman Bukari,Ghana,1.0,0.2462625047,1.0,21.0,17.0,1.0,10.0,0.0
Otávio Edmilson da Silva Monteiro,Portugal,0.0,0.1035403,2.0,131.0,101.0,4.0,11.0,0.0
Ousmane Dembélé,France,0.0,0.362467341,2.0,191.0,149.0,12.0,29.0,0.0
Pablo Martín Páez Gavira,Spain,1.0,0.056229107,1.0,153.0,135.0,2.0,21.0,0.0
Pablo Sarabia García,Spain,0.0,0.88757615,0.0,5.0,2.0,2.0,1.0,0.0
Pape Abou Cissé,Senegal,0.0,0.0,0.0,38.0,30.0,0.0,11.0,0.0
Pape Gueye,Senegal,0.0,0.094318055,2.0,61.0,46.0,2.0,18.0,0.0
Pape Matar Sarr,Senegal,0.0,0.08593205500000001,0.0,47.0,40.0,1.0,5.0,0.0
Pathé Ismaël Ciss,Senegal,0.0,0.03057826,0.0,60.0,51.0,0.0,19.0,0.0
Pau Francisco Torres,Spain,0.0,0.0,0.0,190.0,171.0,0.0,8.0,0.0
Paulo Bruno Exequiel Dybala,Argentina,1.0,0.7835,1.0,13.0,9.0,1.0,2.0,0.0
Pedro González López,Spain,0.0,0.0,0.0,426.0,395.0,5.0,42.0,0.0
Pedro Guilherme Abreu dos Santos,Brazil,1.0,1.215663274,2.0,15.0,12.0,0.0,2.0,0.0
Pedro Miguel Correia,Qatar,0.0,0.037067295,0.0,115.0,83.0,0.0,22.0,0.0
Pervis Josué Estupiñán Tenorio,Ecuador,0.0,0.27007267,1.0,187.0,146.0,4.0,34.0,0.0
Phil Foden,England,1.0,1.22865907,1.0,57.0,44.0,2.0,9.0,0.0
Philip Foden,England,0.0,0.022691524,0.0,61.0,49.0,4.0,7.0,0.0
Piero Martín Hincapié Reyna,Ecuador,0.0,0.0,0.0,199.0,171.0,0.0,27.0,0.0
Pierre Kunde Malong,Cameroon,0.0,0.187109743,2.0,51.0,39.0,1.0,17.0,0.0
Pierre-Emile Højbjerg,Denmark,0.0,0.023862642,1.0,224.0,200.0,1.0,33.0,0.0
Piotr Zieliński,Poland,1.0,0.5838947800000001,2.0,153.0,124.0,7.0,25.0,0.0
Przemysław Frankowski,Poland,0.0,0.043646414,0.0,73.0,51.0,1.0,22.0,0.0
Rafael Alexandre Conceição Leão,Portugal,2.0,0.248383942,2.0,45.0,32.0,1.0,7.0,0.0
Raheem Sterling,England,1.0,0.1885282,1.0,58.0,47.0,0.0,6.0,0.0
Ramin Rezaeian,Iran,1.0,0.230377999,1.0,105.0,71.0,3.0,17.0,0.0
Randal Kolo Muani,France,2.0,2.050369225,3.0,36.0,25.0,0.0,10.0,0.0
Raphael Dias Belloli,Brazil,0.0,0.922930661,6.0,150.0,115.0,8.0,24.0,0.0
Raphaël Adelino José Guerreiro,Portugal,1.0,0.399528818,1.0,191.0,163.0,6.0,19.0,0.0
Raphaël Varane,France,0.0,0.26440085,0.0,280.0,251.0,0.0,42.0,0.0
Rasmus Nissen Kristensen,Denmark,0.0,0.0,0.0,178.0,139.0,1.0,16.0,0.0
Raúl Alonso Jiménez Rodríguez,Mexico,0.0,0.0,0.0,32.0,19.0,0.0,6.0,0.0
Remo Freuler,Switzerland,1.0,0.54479492,2.0,149.0,126.0,0.0,35.0,0.0
Renato Steffen,Switzerland,0.0,0.0,0.0,13.0,12.0,0.0,5.0,0.0
Ricardo Iván Rodríguez Araya,Switzerland,0.0,0.0,0.0,227.0,172.0,2.0,31.0,0.0
Ricardo Jorge Luz Horta,Portugal,1.0,0.458795408,2.0,47.0,31.0,1.0,10.0,0.0
Richarlison de Andrade,Brazil,3.0,1.617659122,4.0,54.0,39.0,5.0,29.0,0.0
Richie Laryea,Canada,0.0,0.056640564,0.0,45.0,35.0,4.0,19.0,0.0
Riley McGree,Australia,0.0,0.08010532199999999,1.0,73.0,57.0,4.0,31.0,0.0
Ritsu Doan,Japan,2.0,0.577215802,3.0,57.0,37.0,2.0,30.0,0.0
Riyadh Sharahili,Saudi Arabia,0.0,0.0,0.0,19.0,17.0,1.0,15.0,0.0
Roan Roberto Wilson Gordon,Costa Rica,0.0,0.0,0.0,6.0,6.0,0.0,2.0,0.0
Robert Lewandowski,Poland,2.0,3.125917802,4.0,91.0,65.0,5.0,29.0,0.0
Robert Skov,Denmark,0.0,0.0,0.0,21.0,16.0,0.0,4.0,0.0
Roberto Carlos Alvarado Hernández,Mexico,0.0,0.0,0.0,11.0,5.0,0.0,1.0,0.0
Rodrigo Bentancur Colmán,Uruguay,0.0,0.620971297,1.0,158.0,134.0,2.0,33.0,0.0
Rodrigo Hernández Cascante,Spain,0.0,0.0056476467,0.0,679.0,644.0,4.0,42.0,0.0
Rodrigo Javier De Paul,Argentina,0.0,0.570042511,3.0,563.0,475.0,7.0,59.0,0.0
Rodrygo Silva de Goes,Brazil,0.0,1.245341896,3.0,112.0,89.0,5.0,19.0,0.0
Rogelio Gabriel Funes Mori,Mexico,0.0,0.06664524,0.0,0.0,0.0,0.0,0.0,0.0
Romain Saïss,Morocco,1.0,0.56495196,1.0,193.0,158.0,0.0,55.0,0.0
